Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
M,299.2,308.6,1586.0,35.7,138.0,0,0,0,0,0,0
L,299.2,308.5,1515.0,39.8,141.0,0,0,0,0,0,0
L,299.2,308.5,1374.0,53.6,143.0,0,0,0,0,0,0
L,299.1,308.5,1455.0,39.8,145.0,0,0,0,0,0,0
H,299.2,308.5,1342.0,47.5,147.0,0,0,0,0,0,0
L,299.1,308.6,1260.0,57.8,152.0,0,0,0,0,0,0
H,299.0,308.5,1623.0,33.5,154.0,0,0,0,0,0,0
L,299.1,308.5,1371.0,55.5,159.0,0,0,0,0,0,0
L,299.1,308.6,1611.0,31.4,161.0,0,0,0,0,0,0
M,299.0,308.4,1535.0,47.5,163.0,0,0,0,0,0,0
M,299.1,308.6,1491.0,38.5,166.0,0,0,0,0,0,0
M,299.1,308.6,1441.0,36.2,169.0,0,0,0,0,0,0
M,299.1,308.8,1725.0,26.6,172.0,0,0,0,0,0,0
L,299.2,308.9,1368.0,47.2,175.0,0,0,0,0,0,0
L,299.2,308.9,1526.0,37.9,177.0,0,0,0,0,0,0
L,299.2,308.8,1542.0,39.2,179.0,0,0,0,0,0,0
L,299.2,308.8,1605.0,31.1,181.0,0,0,0,0,0,0
L,299.2,308.8,1405.0,51.4,183.0,0,0,0,0,0,0
M,299.2,308.8,1700.0,33.5,185.0,0,0,0,0,0,0
H,299.2,308.8,1440.0,39.1,188.0,0,0,0,0,0,0
M,299.2,308.8,1314.0,52.5,193.0,0,0,0,0,0,0
L,299.2,308.7,1514.0,41.9,196.0,0,0,0,0,0,0
M,299.2,308.7,1401.0,47.0,198.0,0,0,0,0,0,0
L,299.3,308.8,1636.0,29.9,201.0,0,0,0,0,0,0
L,299.3,308.8,1603.0,33.9,203.0,0,0,0,0,0,0
M,299.4,308.7,1487.0,52.6,205.0,0,0,0,0,0,0
M,299.3,308.7,1420.0,50.3,208.0,0,0,0,0,0,0
L,299.3,308.7,1579.0,36.3,211.0,0,0,0,0,0,0
L,299.3,308.7,1484.0,40.5,213.0,0,0,0,0,0,0
M,299.3,308.7,1390.0,49.3,215.0,0,0,0,0,0,0
L,299.3,308.6,1384.0,53.6,218.0,1,0,0,0,1,0
L,299.2,308.5,1378.0,50.4,220.0,1,0,0,0,1,0
L,299.2,308.5,1445.0,45.2,222.0,0,0,0,0,0,0
L,299.2,308.4,1445.0,43.5,224.0,0,0,0,0,0,0
L,299.2,308.4,1509.0,39.4,0.0,0,0,0,0,0,0
L,299.2,308.4,1434.0,46.8,2.0,0,0,0,0,0,0
L,299.2,308.4,1877.0,23.9,4.0,0,0,0,0,0,0
L,299.3,308.3,1651.0,28.0,6.0,0,0,0,0,0,0
L,299.2,308.2,1466.0,41.3,8.0,0,0,0,0,0,0
L,299.1,308.1,1479.0,40.7,10.0,0,0,0,0,0,0
L,299.1,308.2,1409.0,46.4,12.0,0,0,0,0,0,0
M,299.2,308.2,1674.0,28.2,14.0,0,0,0,0,0,0
L,299.1,308.3,1305.0,61.4,17.0,0,0,0,0,0,0
M,299.2,308.3,1755.0,26.4,19.0,0,0,0,0,0,0
L,299.2,308.4,1475.0,38.7,22.0,0,0,0,0,0,0
L,299.2,308.4,1402.0,47.7,24.0,0,0,0,0,0,0
L,299.2,308.3,1410.0,43.0,26.0,0,0,0,0,0,0
L,299.2,308.4,1436.0,41.8,28.0,0,0,0,0,0,0
M,299.3,308.5,1386.0,42.2,30.0,0,0,0,0,0,0
L,299.3,308.6,1744.0,26.4,33.0,0,0,0,0,0,0
L,299.2,308.4,1393.0,48.4,35.0,0,0,0,0,0,0
M,299.3,308.5,1422.0,45.4,37.0,0,0,0,0,0,0
L,299.2,308.4,1841.0,22.8,40.0,0,0,0,0,0,0
L,299.3,308.6,1433.0,37.7,42.0,0,0,0,0,0,0
M,299.3,308.5,1305.0,60.6,44.0,0,0,0,0,0,0
H,299.3,308.6,1498.0,39.5,47.0,0,0,0,0,0,0
L,299.3,308.5,1772.0,26.1,52.0,0,0,0,0,0,0
M,299.2,308.4,1381.0,42.5,54.0,0,0,0,0,0,0
L,299.3,308.5,1413.0,38.5,57.0,0,0,0,0,0,0
H,299.2,308.4,1388.0,53.2,59.0,0,0,0,0,0,0
M,299.2,308.6,1631.0,35.4,64.0,0,0,0,0,0,0
H,299.3,308.6,1520.0,41.4,67.0,0,0,0,0,0,0
L,299.3,308.5,1510.0,45.4,72.0,0,0,0,0,0,0
L,299.2,308.5,1366.0,49.7,74.0,0,0,0,0,0,0
L,299.4,308.5,1845.0,22.9,76.0,0,0,0,0,0,0
L,299.3,308.5,1485.0,44.7,78.0,0,0,0,0,0,0
M,299.3,308.5,1496.0,39.4,80.0,0,0,0,0,0,0
M,299.3,308.4,1468.0,42.2,83.0,0,0,0,0,0,0
M,299.2,308.4,1856.0,22.7,86.0,0,0,0,0,0,0
L,299.2,308.4,1620.0,34.1,89.0,0,0,0,0,0,0
L,299.3,308.5,1409.0,44.8,91.0,0,0,0,0,0,0
M,299.3,308.5,1404.0,49.4,93.0,0,0,0,0,0,0
L,299.2,308.4,1350.0,51.3,96.0,0,0,0,0,0,0
M,299.2,308.4,1538.0,38.0,98.0,0,0,0,0,0,0
M,299.2,308.4,1476.0,32.7,101.0,0,0,0,0,0,0
M,299.2,308.3,1364.0,51.8,104.0,0,0,0,0,0,0
M,299.2,308.3,1582.0,45.5,107.0,0,0,0,0,0,0
L,299.1,308.2,1348.0,56.1,110.0,0,0,0,0,0,0
H,299.1,308.2,1450.0,46.1,112.0,0,0,0,0,0,0
L,299.0,308.1,1242.0,60.9,117.0,0,0,0,0,0,0
L,299.1,308.2,1493.0,34.9,119.0,0,0,0,0,0,0
L,299.1,308.3,1601.0,31.4,121.0,0,0,0,0,0,0
L,299.1,308.2,1568.0,33.3,123.0,0,0,0,0,0,0
M,299.1,308.3,1506.0,38.0,125.0,0,0,0,0,0,0
L,299.1,308.3,1524.0,34.1,128.0,0,0,0,0,0,0
L,299.1,308.4,1543.0,37.9,130.0,0,0,0,0,0,0
M,299.2,308.5,1474.0,47.2,132.0,0,0,0,0,0,0
M,299.2,308.5,1526.0,37.3,135.0,0,0,0,0,0,0
L,299.2,308.5,1867.0,27.0,138.0,0,0,0,0,0,0
L,299.2,308.5,1487.0,41.2,140.0,0,0,0,0,0,0
L,299.2,308.4,1580.0,32.6,142.0,0,0,0,0,0,0
L,299.2,308.5,1340.0,50.0,144.0,0,0,0,0,0,0
L,299.2,308.5,1544.0,41.6,146.0,0,0,0,0,0,0
L,299.2,308.5,1488.0,40.3,148.0,0,0,0,0,0,0
M,299.2,308.5,1742.0,28.9,150.0,0,0,0,0,0,0
M,299.1,308.5,1592.0,34.2,153.0,0,0,0,0,0,0
L,299.2,308.6,1582.0,38.8,156.0,0,0,0,0,0,0
L,299.2,308.5,1490.0,43.2,158.0,0,0,0,0,0,0
M,299.2,308.5,1594.0,35.8,160.0,0,0,0,0,0,0
H,299.2,308.6,1462.0,55.0,163.0,0,0,0,0,0,0
M,299.2,308.6,1367.0,47.6,168.0,0,0,0,0,0,0
L,299.2,308.7,1325.0,51.0,171.0,0,0,0,0,0,0
H,299.2,308.7,1448.0,51.4,173.0,0,0,0,0,0,0
M,299.1,308.7,2008.0,20.3,178.0,0,0,0,0,0,0
L,299.1,308.7,1498.0,38.9,181.0,0,0,0,0,0,0
L,299.1,308.6,1437.0,41.6,183.0,0,0,0,0,0,0
M,299.1,308.6,1499.0,45.1,185.0,0,0,0,0,0,0
L,299.0,308.4,1356.0,52.6,188.0,0,0,0,0,0,0
L,299.1,308.5,1539.0,46.8,190.0,0,0,0,0,0,0
L,299.1,308.5,1689.0,32.1,192.0,0,0,0,0,0,0
L,299.0,308.5,1559.0,38.1,194.0,0,0,0,0,0,0
L,299.1,308.6,1408.0,46.7,196.0,0,0,0,0,0,0
L,299.0,308.5,1886.0,23.0,198.0,0,0,0,0,0,0
L,299.1,308.5,1415.0,43.4,0.0,0,0,0,0,0,0
M,299.1,308.5,1587.0,35.6,2.0,0,0,0,0,0,0
L,299.0,308.4,1571.0,38.6,5.0,0,0,0,0,0,0
L,298.9,308.3,1576.0,36.6,7.0,0,0,0,0,0,0
L,298.9,308.3,1660.0,34.4,9.0,0,0,0,0,0,0
M,298.9,308.2,1328.0,49.2,11.0,0,0,0,0,0,0
H,298.8,308.2,1450.0,44.7,14.0,0,0,0,0,0,0
L,298.9,308.2,2384.0,15.0,19.0,0,0,0,0,0,0
L,298.8,308.2,1443.0,53.4,21.0,0,0,0,0,0,0
M,298.9,308.2,2022.0,20.0,23.0,0,0,0,0,0,0
L,298.9,308.2,1828.0,23.8,26.0,0,0,0,0,0,0
L,298.8,308.1,1472.0,53.5,28.0,0,0,0,0,0,0
M,298.9,308.2,1372.0,63.6,30.0,1,0,0,1,0,0
L,298.9,308.3,1855.0,23.8,33.0,0,0,0,0,0,0
M,299.0,308.3,1377.0,47.2,35.0,0,0,0,0,0,0
L,298.9,308.3,1432.0,48.9,38.0,0,0,0,0,0,0
M,298.9,308.2,1335.0,47.8,40.0,0,0,0,0,0,0
M,298.9,308.2,1411.0,51.3,43.0,0,0,0,0,0,0
L,298.9,308.2,1510.0,43.5,46.0,0,0,0,0,0,0
L,299.0,308.3,1441.0,44.0,48.0,0,0,0,0,0,0
M,299.0,308.2,1358.0,42.7,50.0,0,0,0,0,0,0
L,298.9,308.2,1686.0,30.4,53.0,0,0,0,0,0,0
H,299.0,308.2,1662.0,30.4,55.0,0,0,0,0,0,0
L,299.1,308.3,1426.0,40.1,60.0,0,0,0,0,0,0
M,299.1,308.4,1330.0,53.6,62.0,0,0,0,0,0,0
L,299.1,308.4,1693.0,31.6,65.0,0,0,0,0,0,0
L,299.1,308.4,1426.0,47.9,67.0,0,0,0,0,0,0
L,299.1,308.5,1676.0,31.0,69.0,0,0,0,0,0,0
M,299.1,308.4,1332.0,51.7,71.0,0,0,0,0,0,0
L,299.1,308.5,1647.0,35.0,74.0,0,0,0,0,0,0
L,299.2,308.6,1267.0,68.2,76.0,1,0,0,1,0,0
H,299.2,308.7,1375.0,55.1,78.0,0,0,0,0,0,0
L,299.3,308.6,1422.0,48.9,83.0,0,0,0,0,0,0
L,299.3,308.7,1408.0,48.7,85.0,0,0,0,0,0,0
L,299.4,308.9,1440.0,42.5,87.0,0,0,0,0,0,0
L,299.3,308.8,1772.0,25.2,89.0,0,0,0,0,0,0
L,299.2,308.7,1492.0,37.8,91.0,0,0,0,0,0,0
L,299.2,308.7,1650.0,30.5,93.0,0,0,0,0,0,0
M,299.1,308.6,2329.0,14.6,95.0,0,0,0,0,0,0
L,299.0,308.6,1648.0,30.8,98.0,0,0,0,0,0,0
L,299.0,308.6,1653.0,31.7,100.0,0,0,0,0,0,0
L,299.0,308.6,1946.0,22.3,102.0,0,0,0,0,0,0
L,299.1,308.6,1555.0,36.6,104.0,0,0,0,0,0,0
L,299.0,308.6,1661.0,32.2,106.0,0,0,0,0,0,0
L,299.0,308.6,1434.0,45.9,108.0,0,0,0,0,0,0
L,299.0,308.6,1297.0,54.2,110.0,0,0,0,0,0,0
L,299.0,308.6,1466.0,46.4,112.0,0,0,0,0,0,0
M,298.9,308.6,1517.0,39.8,114.0,0,0,0,0,0,0
L,298.9,308.5,1742.0,34.5,117.0,0,0,0,0,0,0
L,298.9,308.5,1580.0,39.1,119.0,0,0,0,0,0,0
M,298.9,308.5,1534.0,42.9,121.0,0,0,0,0,0,0
L,298.9,308.6,1481.0,40.7,124.0,0,0,0,0,0,0
L,299.0,308.6,1429.0,37.7,126.0,0,0,0,0,0,0
M,298.9,308.6,1574.0,33.5,128.0,0,0,0,0,0,0
M,298.9,308.6,1524.0,40.4,131.0,0,0,0,0,0,0
L,299.0,308.7,1507.0,37.5,134.0,0,0,0,0,0,0
L,298.9,308.5,1467.0,44.7,136.0,0,0,0,0,0,0
L,298.9,308.4,1301.0,51.1,138.0,0,0,0,0,0,0
L,298.9,308.5,1429.0,55.1,140.0,0,0,0,0,0,0
M,298.9,308.5,1555.0,37.6,142.0,0,0,0,0,0,0
L,298.9,308.5,1503.0,40.6,145.0,0,0,0,0,0,0
L,298.9,308.5,1459.0,43.1,147.0,0,0,0,0,0,0
H,298.9,308.4,1449.0,42.4,149.0,0,0,0,0,0,0
L,298.9,308.5,1387.0,57.3,154.0,0,0,0,0,0,0
M,298.9,308.5,1456.0,50.0,156.0,0,0,0,0,0,0
L,299.0,308.5,1604.0,34.7,159.0,0,0,0,0,0,0
L,299.0,308.6,1734.0,32.4,161.0,0,0,0,0,0,0
L,299.0,308.6,1378.0,47.8,163.0,0,0,0,0,0,0
L,298.9,308.7,1504.0,41.8,165.0,0,0,0,0,0,0
M,298.9,308.7,1402.0,49.8,167.0,0,0,0,0,0,0
H,298.8,308.6,1524.0,37.7,170.0,0,0,0,0,0,0
L,298.8,308.6,1593.0,35.5,175.0,0,0,0,0,0,0
M,298.9,308.7,1772.0,28.4,177.0,0,0,0,0,0,0
H,298.9,308.6,1623.0,31.0,180.0,0,0,0,0,0,0
L,298.9,308.7,1356.0,50.7,185.0,0,0,0,0,0,0
H,298.9,308.7,1500.0,41.6,187.0,0,0,0,0,0,0
H,299.1,308.8,1566.0,46.6,192.0,0,0,0,0,0,0
L,299.1,308.9,1445.0,43.4,197.0,0,0,0,0,0,0
H,299.0,308.8,1382.0,58.5,199.0,0,0,0,0,0,0
M,299.0,308.8,1418.0,45.7,204.0,0,0,0,0,0,0
L,299.1,308.8,1329.0,53.6,207.0,1,0,0,0,1,0
M,299.1,308.8,1491.0,41.0,209.0,0,0,0,0,0,0
M,299.2,308.9,1573.0,37.4,212.0,0,0,0,0,0,0
M,299.2,308.9,1521.0,42.3,215.0,0,0,0,0,0,0
L,299.1,308.9,1467.0,47.2,218.0,0,0,0,0,0,0
M,299.1,308.9,1325.0,48.4,220.0,0,0,0,0,0,0
L,299.1,308.9,1617.0,32.3,223.0,0,0,0,0,0,0
M,299.1,308.9,1476.0,42.7,225.0,0,0,0,0,0,0
L,299.2,309.0,1515.0,48.9,228.0,1,0,0,0,1,0
L,299.2,309.0,1408.0,47.2,0.0,0,0,0,0,0,0
L,299.2,309.1,1468.0,45.6,2.0,0,0,0,0,0,0
L,299.2,309.1,1387.0,48.7,4.0,0,0,0,0,0,0
M,299.2,309.1,1503.0,34.7,6.0,0,0,0,0,0,0
H,299.2,309.1,1410.0,47.1,9.0,0,0,0,0,0,0
L,299.0,308.9,1615.0,30.6,14.0,0,0,0,0,0,0
L,299.0,308.9,1511.0,35.9,16.0,0,0,0,0,0,0
L,299.1,309.0,1405.0,53.8,18.0,0,0,0,0,0,0
M,299.0,308.9,1526.0,41.1,20.0,0,0,0,0,0,0
L,298.9,308.8,1530.0,38.3,23.0,0,0,0,0,0,0
L,299.0,308.7,1583.0,32.5,25.0,0,0,0,0,0,0
L,298.9,308.6,2069.0,18.7,27.0,0,0,0,0,0,0
L,298.8,308.5,1490.0,35.0,29.0,0,0,0,0,0,0
L,298.8,308.5,1736.0,29.0,31.0,0,0,0,0,0,0
L,298.8,308.5,1395.0,44.4,33.0,0,0,0,0,0,0
M,298.9,308.6,1425.0,49.6,35.0,0,0,0,0,0,0
L,298.8,308.6,1631.0,32.4,38.0,0,0,0,0,0,0
L,298.8,308.6,1535.0,41.2,40.0,0,0,0,0,0,0
L,298.8,308.6,1584.0,34.4,42.0,0,0,0,0,0,0
M,298.8,308.7,1543.0,38.2,44.0,0,0,0,0,0,0
L,298.8,308.7,1635.0,35.2,47.0,0,0,0,0,0,0
M,298.8,308.7,1446.0,45.5,49.0,0,0,0,0,0,0
M,298.8,308.6,1598.0,35.1,52.0,0,0,0,0,0,0
L,298.8,308.6,1501.0,35.0,55.0,0,0,0,0,0,0
L,298.8,308.5,1450.0,50.8,57.0,0,0,0,0,0,0
L,298.8,308.6,1730.0,25.9,59.0,0,0,0,0,0,0
M,298.8,308.6,1571.0,33.7,61.0,0,0,0,0,0,0
L,298.9,308.7,1438.0,51.7,64.0,0,0,0,0,0,0
M,298.8,308.5,1510.0,38.7,66.0,0,0,0,0,0,0
L,298.9,308.7,1389.0,44.9,69.0,0,0,0,0,0,0
L,298.8,308.7,1490.0,33.6,71.0,0,0,0,0,0,0
L,298.9,308.7,1729.0,26.6,73.0,0,0,0,0,0,0
L,299.0,308.8,1495.0,38.4,75.0,0,0,0,0,0,0
L,298.9,308.8,1281.0,53.9,77.0,0,0,0,0,0,0
H,298.9,308.7,1353.0,48.1,79.0,0,0,0,0,0,0
L,299.1,308.8,1429.0,50.1,84.0,0,0,0,0,0,0
L,299.1,308.8,1413.0,42.1,86.0,0,0,0,0,0,0
L,299.1,308.8,1502.0,38.3,88.0,0,0,0,0,0,0
H,299.1,308.8,1553.0,32.6,90.0,0,0,0,0,0,0
H,299.2,308.9,1712.0,26.4,95.0,0,0,0,0,0,0
L,299.3,309.0,1786.0,23.5,100.0,0,0,0,0,0,0
L,299.2,309.0,1951.0,21.4,102.0,0,0,0,0,0,0
M,299.2,309.0,1541.0,36.3,104.0,0,0,0,0,0,0
L,299.2,309.1,1605.0,34.3,107.0,0,0,0,0,0,0
L,299.2,309.1,1578.0,38.1,109.0,0,0,0,0,0,0
M,299.3,309.2,1440.0,37.5,111.0,0,0,0,0,0,0
L,299.4,309.2,1489.0,42.3,114.0,0,0,0,0,0,0
L,299.4,309.3,1366.0,48.4,116.0,0,0,0,0,0,0
L,299.3,309.2,1541.0,37.2,118.0,0,0,0,0,0,0
H,299.3,309.1,1552.0,40.7,120.0,0,0,0,0,0,0
L,299.3,309.1,1473.0,40.3,125.0,0,0,0,0,0,0
L,299.3,309.1,1531.0,37.9,127.0,0,0,0,0,0,0
L,299.3,309.2,1511.0,37.2,129.0,0,0,0,0,0,0
M,299.3,309.1,1449.0,47.9,131.0,0,0,0,0,0,0
M,299.4,309.1,1440.0,50.0,134.0,0,0,0,0,0,0
M,299.2,309.0,1881.0,23.9,137.0,0,0,0,0,0,0
L,299.3,309.0,1447.0,50.4,140.0,0,0,0,0,0,1
M,299.4,309.1,1326.0,62.0,142.0,0,0,0,0,0,0
L,299.4,309.2,1607.0,31.7,145.0,0,0,0,0,0,0
L,299.3,309.1,1551.0,39.1,147.0,0,0,0,0,0,0
L,299.3,309.1,1496.0,37.2,149.0,0,0,0,0,0,0
L,299.3,309.1,1493.0,38.0,151.0,0,0,0,0,0,0
L,299.4,309.1,1304.0,50.5,153.0,0,0,0,0,0,0
M,299.3,309.0,1420.0,41.6,155.0,0,0,0,0,0,0
L,299.4,309.1,1766.0,24.6,158.0,0,0,0,0,0,0
L,299.6,309.2,1450.0,43.1,160.0,0,0,0,0,0,0
H,299.5,309.2,1872.0,22.6,162.0,0,0,0,0,0,0
L,299.6,309.2,1713.0,26.5,167.0,0,0,0,0,0,0
M,299.5,309.2,1497.0,40.9,169.0,0,0,0,0,0,0
M,299.4,309.1,1352.0,44.7,172.0,0,0,0,0,0,0
L,299.5,309.2,1499.0,41.5,175.0,0,0,0,0,0,0
L,299.5,309.3,1972.0,19.3,177.0,0,0,0,0,0,0
L,299.5,309.3,1422.0,49.2,179.0,0,0,0,0,0,0
L,299.5,309.3,1523.0,41.5,181.0,0,0,0,0,0,0
L,299.5,309.4,1563.0,41.5,183.0,0,0,0,0,0,0
L,299.4,309.3,1391.0,46.6,185.0,0,0,0,0,0,0
L,299.3,309.1,1795.0,24.7,187.0,0,0,0,0,0,0
L,299.3,309.1,1293.0,53.7,189.0,0,0,0,0,0,0
L,299.2,309.1,1345.0,60.7,191.0,1,0,0,0,1,0
L,299.2,309.0,1615.0,33.7,193.0,0,0,0,0,0,0
L,299.2,308.9,1342.0,50.8,195.0,0,0,0,0,0,0
L,299.1,308.8,1502.0,46.7,197.0,0,0,0,0,0,0
M,299.0,308.7,1620.0,35.4,199.0,0,0,0,0,0,0
L,299.0,308.7,1537.0,42.8,202.0,0,0,0,0,0,0
L,299.0,308.7,2248.0,16.8,204.0,0,0,0,0,0,0
L,299.0,308.7,1706.0,28.6,206.0,0,0,0,0,0,0
L,299.0,308.7,2250.0,16.6,208.0,0,0,0,0,0,0
L,299.0,308.7,1396.0,48.6,0.0,0,0,0,0,0,0
L,298.9,308.6,1522.0,46.4,2.0,0,0,0,0,0,0
L,298.9,308.6,1539.0,45.4,4.0,0,0,0,0,0,0
H,298.9,308.5,1415.0,54.0,6.0,0,0,0,0,0,0
L,298.8,308.5,1446.0,37.0,11.0,0,0,0,0,0,0
M,298.8,308.6,1486.0,41.1,13.0,0,0,0,0,0,0
L,299.0,308.7,1426.0,38.6,16.0,0,0,0,0,0,0
L,299.0,308.7,1449.0,38.9,18.0,0,0,0,0,0,0
L,299.1,308.8,1320.0,67.5,20.0,1,0,0,1,0,0
M,299.2,308.9,1447.0,39.6,22.0,0,0,0,0,0,0
L,299.3,309.0,1422.0,47.3,25.0,0,0,0,0,0,0
L,299.3,309.1,1399.0,52.1,27.0,0,0,0,0,0,0
L,299.4,309.2,1427.0,41.5,29.0,0,0,0,0,0,0
M,299.3,309.2,1334.0,46.3,31.0,0,0,0,0,0,0
M,299.3,309.1,1385.0,45.6,34.0,0,0,0,0,0,0
L,299.4,309.2,1552.0,37.4,37.0,0,0,0,0,0,0
H,299.4,309.3,1534.0,37.5,39.0,0,0,0,0,0,0
L,299.4,309.3,1448.0,48.6,44.0,0,0,0,0,0,0
L,299.5,309.3,1409.0,44.7,46.0,0,0,0,0,0,0
L,299.4,309.2,1621.0,34.5,48.0,0,0,0,0,0,0
H,299.4,309.1,1547.0,40.9,50.0,0,0,0,0,0,0
L,299.4,309.1,1957.0,22.1,55.0,0,0,0,0,0,0
L,299.4,309.1,2421.0,14.2,57.0,0,0,0,0,0,0
M,299.3,309.1,1571.0,38.3,59.0,0,0,0,0,0,0
L,299.3,309.1,1634.0,36.8,62.0,0,0,0,0,0,0
L,299.3,309.0,1516.0,38.7,64.0,0,0,0,0,0,0
L,299.4,309.1,1207.0,66.5,66.0,0,0,0,0,0,0
L,299.4,309.1,1670.0,35.9,68.0,0,0,0,0,0,0
M,299.4,309.1,1461.0,48.6,70.0,0,0,0,0,0,0
L,299.4,309.2,1569.0,40.8,73.0,0,0,0,0,0,0
L,299.4,309.2,1556.0,35.7,75.0,0,0,0,0,0,0
M,299.5,309.3,1506.0,41.5,77.0,0,0,0,0,0,0
M,299.6,309.4,1642.0,30.3,80.0,0,0,0,0,0,0
M,299.6,309.4,1283.0,62.1,83.0,0,0,0,0,0,0
H,299.7,309.5,1375.0,46.8,86.0,0,0,0,0,0,0
L,299.7,309.4,1399.0,39.9,91.0,0,0,0,0,0,0
L,299.7,309.4,1650.0,29.8,93.0,0,0,0,0,0,0
M,299.8,309.6,1346.0,53.2,95.0,0,0,0,0,0,0
H,299.9,309.6,1410.0,51.2,98.0,0,0,0,0,0,0
L,300.0,309.7,1586.0,37.8,103.0,0,0,0,0,0,0
L,300.0,309.8,1372.0,39.6,105.0,0,0,0,0,0,0
H,300.0,309.7,1529.0,42.4,107.0,0,0,0,0,0,0
M,300.0,309.7,1652.0,28.6,112.0,0,0,0,0,0,0
L,300.1,309.8,1532.0,39.8,115.0,0,0,0,0,0,0
L,300.0,309.7,1554.0,32.0,117.0,0,0,0,0,0,0
H,299.9,309.6,1462.0,51.0,119.0,0,0,0,0,0,0
L,299.9,309.6,1254.0,61.3,124.0,0,0,0,0,0,0
L,299.9,309.6,1294.0,49.7,126.0,0,0,0,0,0,0
L,299.8,309.5,1739.0,27.5,128.0,0,0,0,0,0,0
M,299.8,309.4,1412.0,47.8,130.0,0,0,0,0,0,0
M,299.9,309.5,1372.0,56.2,133.0,0,0,0,0,0,0
H,299.8,309.5,1420.0,46.7,136.0,0,0,0,0,0,0
L,299.8,309.5,1542.0,40.3,141.0,0,0,0,0,0,0
M,299.8,309.4,1401.0,48.1,143.0,0,0,0,0,0,0
L,299.8,309.4,1510.0,42.5,146.0,0,0,0,0,0,0
H,299.9,309.5,1547.0,38.5,148.0,0,0,0,0,0,0
M,299.8,309.5,1453.0,43.2,153.0,0,0,0,0,0,0
L,299.8,309.4,1408.0,45.6,156.0,0,0,0,0,0,0
L,299.8,309.4,1436.0,51.6,158.0,0,0,0,0,0,0
M,299.9,309.5,1582.0,38.2,160.0,0,0,0,0,0,0
L,299.9,309.6,1280.0,59.3,163.0,0,0,0,0,0,0
L,299.9,309.5,2008.0,20.4,165.0,0,0,0,0,0,0
L,299.9,309.5,1772.0,23.5,167.0,0,0,0,0,0,0
L,299.9,309.5,1779.0,26.1,169.0,0,0,0,0,0,0
L,299.9,309.5,1567.0,35.5,171.0,0,0,0,0,0,0
M,299.8,309.4,1751.0,27.0,173.0,0,0,0,0,0,0
L,299.9,309.5,1349.0,51.3,176.0,0,0,0,0,0,0
M,300.0,309.5,1425.0,40.8,178.0,0,0,0,0,0,0
L,300.0,309.4,1395.0,44.5,181.0,0,0,0,0,0,0
H,299.8,309.3,1595.0,32.1,183.0,0,0,0,0,0,0
L,299.8,309.3,1291.0,56.4,188.0,0,0,0,0,0,0
M,299.9,309.4,1509.0,42.8,190.0,0,0,0,0,0,0
M,299.9,309.4,1483.0,38.1,193.0,0,0,0,0,0,0
L,299.9,309.3,1620.0,31.1,196.0,0,0,0,0,0,0
M,299.9,309.4,1487.0,42.2,198.0,0,0,0,0,0,0
L,299.8,309.4,2256.0,15.9,201.0,0,0,0,0,0,0
H,299.7,309.2,1691.0,27.7,203.0,0,0,0,0,0,0
M,299.8,309.3,1663.0,35.2,208.0,0,0,0,0,0,0
M,299.8,309.3,1640.0,31.1,211.0,0,0,0,0,0,0
H,299.7,309.3,1494.0,37.8,214.0,0,0,0,0,0,0
L,299.8,309.4,1467.0,46.2,219.0,0,0,0,0,0,0
M,299.7,309.3,1399.0,41.9,221.0,1,1,0,0,0,0
L,299.7,309.3,1445.0,42.6,0.0,0,0,0,0,0,0
L,299.8,309.4,1480.0,40.9,2.0,0,0,0,0,0,0
L,299.7,309.3,1546.0,37.2,4.0,0,0,0,0,0,0
L,299.7,309.3,1574.0,35.8,6.0,0,0,0,0,0,0
L,299.7,309.3,1592.0,34.2,8.0,0,0,0,0,0,0
L,299.8,309.5,1495.0,39.6,10.0,0,0,0,0,0,0
L,299.8,309.6,1447.0,43.1,12.0,0,0,0,0,0,0
L,299.8,309.5,1476.0,44.4,14.0,0,0,0,0,0,0
L,299.8,309.5,1641.0,27.1,16.0,0,0,0,0,0,0
L,299.8,309.5,1545.0,32.2,18.0,0,0,0,0,0,0
M,299.9,309.6,1364.0,44.4,20.0,0,0,0,0,0,0
L,299.8,309.5,1590.0,28.5,23.0,0,0,0,0,0,0
L,299.8,309.4,1460.0,37.4,25.0,0,0,0,0,0,0
L,299.8,309.4,1609.0,32.5,27.0,0,0,0,0,0,0
L,299.8,309.4,1633.0,27.5,29.0,0,0,0,0,0,0
L,299.9,309.4,1348.0,52.8,31.0,0,0,0,0,0,0
L,299.9,309.4,1322.0,53.9,33.0,0,0,0,0,0,0
L,300.0,309.5,1641.0,30.1,35.0,0,0,0,0,0,0
L,300.0,309.5,1728.0,26.0,37.0,0,0,0,0,0,0
L,300.0,309.6,1431.0,47.7,39.0,0,0,0,0,0,0
L,300.1,309.7,1641.0,30.4,41.0,0,0,0,0,0,0
M,300.1,309.6,1622.0,36.1,43.0,0,0,0,0,0,0
M,300.1,309.6,1625.0,38.0,46.0,0,0,0,0,0,0
L,300.0,309.5,1869.0,22.7,49.0,0,0,0,0,0,0
L,300.0,309.6,1452.0,46.0,51.0,0,0,0,0,0,0
L,300.0,309.6,1618.0,28.7,53.0,0,0,0,0,0,0
